proper_star_name	parsecs_from_earth	light_years_from_earth	constellation_full_name	apparent_magnitude
	100000.0	326156.0	Aquila	7.86
	595.2381	1941.404777436	Cygnus	9.65
	21.9491	71.588306596	Vulpecula	7.82
	66.4452	216.71500651199997	Cygnus	9.68
	261.0966	851.582226696	Aquila	11.2
	111.1111	362.39551931599993	Cygnus	6.88
	142.8571	465.937003076		9.69
	179.2115	584.5090599399999	Aquila	10.42
	408.1633	1331.2490927479998	Telescopium	8.67
	662.2517	2159.973654652	Sagitta	6.87
	144.3001	470.6434341559999	Cygnus	7.01
	174.5201	569.207777356	Telescopium	9.34
	775.1938	2528.341090328	Cygnus	7.67
	46.6853	152.266907068	Sagittarius	8.16
	228.3105	744.6483943799999	Aquila	9.04
	432.9004	1411.9306286239998	Pavo	9.06
	89.1266	290.691753496	Sagittarius	4.99
	198.0198	645.853458888	Telescopium	10.26
	127.8772	417.079160432	Aquila	5.67
	87.7193	286.101760108	Cygnus	7.47
	255.7545	834.15864702	Cygnus	8.88
	507.6142	1655.6141701519998	Sagittarius	7.57
	869.5652	2836.139073712	Cygnus	8.44
	403.2258	1315.145140248	Sagittarius	7.49
	462.963	1509.98160228	Cygnus	8.33
	84.8896	276.872523776	Sagittarius	7.51
	100000.0	326156.0	Cygnus	9.02
	165.0165	538.21121574	Draco	6.91
	88.0282	287.109255992	Sagittarius	8.58
	261.0966	851.582226696	Telescopium	9.49
	416.6667	1358.9834420519999	Cygnus	8.16
	395.2569	1289.1540947639999	Aquila	8.3
	183.4862	598.451250472	Cygnus	6.16
	190.4762	621.249554872	Sagittarius	7.83
	287.3563	937.2298138279998	Aquila	8.7
	371.7472	1212.475797632	Vulpecula	8.28
	228.833	746.35255948	Aquila	7.78
	100000.0	326156.0	Cygnus	5.62
	81.4996	265.815835376	Sagittarius	8.87
	191.5709	624.819984604	Draco	8.65
	187.6173	611.925080988	Sagittarius	9.13
	303.0303	988.351505268	Cygnus	7.92
	85.4701	278.76585935599996	Telescopium	8.77
	242.7184	791.640624704	Cygnus	8.63
	100000.0	326156.0	Sagittarius	8.39
	709.2199	2313.163257044	Sagitta	9.16
	79.1766	258.23923149599995	Draco	6.24
	121.5067	396.30139245199996	Vulpecula	8.87
	60.5694	197.550732264	Draco	8.51
	226.2443	737.909359108	Sagittarius	9.25
	89.9281	293.305893836	Cygnus	8.9
	505.0505	1647.25250878	Telescopium	8.43
	38.2555	124.77260857999998	Aquila	7.69
	41.2031	134.386382836	Aquila	7.33
	197.2387	643.3058543719999	Telescopium	8.57
	409.8361	1336.705030316	Cygnus	8.57
	90.4977	295.16367841199997	Vulpecula	8.5
	183.1502	597.355366312	Sagittarius	9.51
	222.2222	724.7910386319999	Draco	8.89
	58.0383	189.295397748	Pavo	11.68
	73.046	238.24391176	Cygnus	9.39
	222.2222	724.7910386319999	Vulpecula	9.65
	305.8104	997.418968224	Draco	10.05
	275.4821	898.501398076	Draco	7.55
	331.1258	1079.9866642480001	Draco	6.32
	64.8508	211.514775248	Pavo	8.19
	578.0347	1885.294856132	Aquila	8.75
	862.069	2811.68976764	Aquila	8.37
	44.9843	146.71899350799998	Vulpecula	7.69
	66.8003	217.87318646799997	Telescopium	9.63
	177.9359	580.348614004	Sagittarius	7.11
	118.624	386.89929343999995	Vulpecula	6.54
	151.0574	492.682773544	Sagittarius	8.46
	534.7594	1744.149868664	Aquila	8.82
	126.1034	411.29380530399993	Sagittarius	9.86
	375.9398	1226.150214088	Sagittarius	8.2
	598.8024	1953.029955744	Cygnus	8.49
	193.7984	632.0851095039999	Sagittarius	8.38
	353.3569	1152.494730764	Aquila	9.2
	15.8303	51.63147326799999	Cygnus	11.98
	232.5581	758.5021966359999		9.31
	271.0027	883.8915662119999	Aquila	9.36
	43.3276	141.315567056	Sagittarius	10.85
	724.6377	2363.4493368119997	Aquila	6.38
	148.5884	484.629981904	Aquila	7.19
	228.3105	744.6483943799999	Sagitta	7.93
	137.5516	448.63279649599997	Draco	8.57
	393.7008	1284.078781248	Cygnus	9.44
	219.2982	715.254237192	Cygnus	6.14
	77.4593	252.63815450799999	Aquila	7.61
	440.5286	1436.8104606159998	Cygnus	8.93
	254.4529	829.9134005239999	Telescopium	6.96
	153.1394	499.47334146399993	Pavo	7.28
	49.1642	160.351988152	Sagitta	5.09
	18.7899	61.284386244	Cygnus	6.18
	63.1313	205.906522828	Aquila	6.77
	75.3012	245.59938187199995	Cygnus	7.22
	182.4818	595.175339608	Sagitta	8.77
	155.0388	505.668348528	Cygnus	8.16
	171.2329	558.4863773239999	Sagittarius	7.24
	62.422	203.59309831999997	Telescopium	9.92
	327.8689	1069.364089484	Draco	10.58
	350.8772	1144.407040432	Vulpecula	8.15
	150.6024	491.1987637439999	Aquila	8.06
	373.1343	1216.999907508	Sagittarius	8.8
	775.1938	2528.341090328	Draco	8.14
	303.0303	988.351505268	Sagittarius	7.66
	354.6099	1156.5814654439998	Sagitta	9.83
	574.7126	1874.4596276559996	Aquila	10.93
	292.3977	953.6726424119998	Sagittarius	8.73
	549.4505	1792.06577278	Sagittarius	9.53
	103.3058	336.938065048	Sagitta	9.35
	515.4639	1681.2164376839999	Cygnus	9.04
	100000.0	326156.0	Cygnus	7.96
	100000.0	326156.0	Pavo	8.24
	87.4891	285.35094899599994	Sagittarius	7.48
	127.0648	414.429469088	Cygnus	9.94
	222.2222	724.7910386319999	Aquila	8.92
	354.6099	1156.5814654439998	Aquila	6.93
	50.7099	165.39338144399997	Cygnus	6.19
	208.7683	680.910336548	Sagittarius	7.57
	326.7974	1065.869327944	Sagittarius	9.08
	492.6108	1606.6796808479999	Sagittarius	9.01
	952.381	3106.2477743599998	Cygnus	8.35
	212.766	693.94907496	Sagittarius	6.99
	116.5501	380.13514415599997	Vulpecula	7.9
	124.3781	405.666635836	Sagittarius	6.53
	126.2626	411.813045656	Aquila	6.37
	210.9705	688.0929439799999	Cygnus	8.51
	276.2431	900.9834452360001	Cygnus	8.44
	273.224	891.1364694399999	Pavo	8.42
	309.5975	1009.7708221	Telescopium	8.06
	17.7274	57.81897874399999	Pavo	6.07
	261.7801	853.8115029559999	Sagittarius	6.53
	100000.0	326156.0	Sagittarius	9.17
	52.687	171.84181171999998	Draco	5.4
	342.4658	1116.9727546479999	Cygnus	9.05
	43.592	142.17792351999998	Aquila	8.35
	39.9202	130.202127512	Aquila	8.62
	295.858	964.9586184799999	Aquila	8.26
	68.2594	222.632128664	Draco	8.57
	100000.0	326156.0	Aquila	11.13
	384.6154	1254.446204024	Sagitta	8.27
	719.4245	2346.44617222	Sagittarius	8.77
	100000.0	326156.0	Cygnus	8.1
	71.582	233.46898791999996	Sagittarius	9.66
	100000.0	326156.0	Pavo	9.03
	209.205	682.3346598	Sagittarius	8.53
	100000.0	326156.0	Cygnus	7.6
	487.8049	1591.004949644	Cygnus	7.78
	141.844	462.63271663999996	Sagittarius	9.52
	50.3271	164.14485627599998	Cygnus	7.44
	149.0313	486.07452682799993	Sagittarius	7.94
	219.7802	716.826309112	Aquila	10.42
	82.9876	270.669036656	Cygnus	8.18
	100000.0	326156.0	Cygnus	9.5
	724.6377	2363.4493368119997	Aquila	8.0
	212.3142	692.475502152	Pavo	8.77
	295.858	964.9586184799999	Cygnus	8.86
	221.2389	721.583946684	Sagittarius	8.55
	100000.0	326156.0	Sagittarius	9.13
	390.625	1274.046875	Vulpecula	6.91
	118.624	386.89929343999995	Aquila	10.46
	156.0062	508.823581672	Sagittarius	7.68
	100000.0	326156.0	Aquila	8.73
	218.3406	712.1309673359999	Vulpecula	9.13
	53.1915	173.48726874	Sagittarius	8.44
	136.612	445.56823471999996	Pavo	9.36
	307.6923	1003.556897988	Cygnus	8.37
	775.1938	2528.341090328	Sagitta	7.86
	100000.0	326156.0	Vulpecula	8.23
	108.3424	353.365238144	Aquila	6.96
	100000.0	326156.0	Cygnus	7.29
	100000.0	326156.0	Cygnus	9.58
	100000.0	326156.0	Vulpecula	8.24
	100000.0	326156.0	Cygnus	6.77
	120.1923	392.014397988	Sagittarius	9.08
	218.8184	713.689340704	Sagitta	7.6
	100000.0	326156.0	Cygnus	7.36
	316.4557	1032.1392528919998	Aquila	8.98
	94.7867	309.15250925199996	Telescopium	8.58
	100000.0	326156.0	Cygnus	8.21
	293.2551	956.469103956	Cygnus	8.58
	244.4988	797.4475061279999	Aquila	7.4
	100000.0	326156.0	Sagittarius	8.46
	129.7017	423.0298766519999	Sagittarius	8.07
	129.7017	423.0298766519999		8.01
	34.9528	114.000654368	Aquila	9.61
	130.5483	425.791113348	Cygnus	9.9
	346.0208	1128.567600448	Sagittarius	8.61
	77.5194	252.834174264	Vulpecula	8.73
	343.6426	1120.810958456	Telescopium	8.61
	204.0816	665.624383296	Vulpecula	7.91
	588.2353	1918.5647250680001	Aquila	9.42
	961.5385	3136.11551006	Cygnus	8.16
	398.4064	1299.426377984	Sagittarius	7.89
	361.0108	1177.458384848	Vulpecula	8.15
	111.7318	364.419969608	Aquila	6.47
	83.9631	273.850688436	Aquila	8.03
	36.5631	119.25274443599999	Cygnus	5.81
	86.2813	281.411636828	Draco	8.65
	124.2236	405.162724816	Sagitta	7.77
	89.3655	291.47094017999996	Sagittarius	9.23
	252.5253	823.6264174679999	Sagittarius	8.65
	23.9464	78.10262038399999	Cygnus	5.38
	103.6269	337.985351964	Telescopium	7.76
	446.4286	1456.0536646159999	Cepheus	8.2
	52.521	171.30039276	Sagittarius	8.12
	314.4654	1025.6477700239998	Cygnus	6.86
	421.9409	1376.185561804	Draco	8.84
	198.0198	645.853458888	Draco	7.99
	83.682	272.93386391999996	Sagittarius	8.09
	636.9427	2077.4268326119995	Pavo	8.78
	740.7407	2415.970237492	Sagittarius	8.65
	362.3188	1181.7245053279999	Cygnus	7.01
	321.5434	1048.733091704	Sagittarius	8.09
	235.8491	769.235990596	Pavo	8.1
	211.8644	691.0084524639999	Telescopium	8.26
	46.3607	151.20820469199998	Sagittarius	7.99
	100000.0	326156.0	Aquila	12.65
	209.205	682.3346598	Pavo	9.28
	296.7359	967.821942004	Aquila	7.34
	367.6471	1199.103075476	Cygnus	7.88
	242.1308	789.7241320479999	Aquila	7.12
	628.9308	2051.2955400479996	Sagittarius	8.71
	114.0251	371.899705156	Cygnus	9.13
	277.0083	903.479190948	Telescopium	8.45
	110.9878	361.99336896799997	Aquila	7.57
	121.3592	395.820312352	Aquila	7.12
	206.1856	672.4867055359999	Sagittarius	8.15
	714.2857	2329.6856676919997	Aquila	8.24
	100000.0	326156.0	Vulpecula	7.89
	259.7403	847.158572868	Sagittarius	9.72
	289.0173	942.6472649879998	Cygnus	9.57
	100000.0	326156.0	Cygnus	8.59
	100000.0	326156.0	Sagittarius	8.62
	164.4737	536.440840972	Telescopium	9.2
	729.927	2380.7007061199997	Cygnus	8.84
	301.2048	982.3975274879998	Telescopium	8.94
	452.4887	1475.8190443719998	Sagittarius	7.64
	518.1347	1689.9274121319997	Vulpecula	8.17
	217.3913	709.034768428	Cygnus	8.38
	361.0108	1177.458384848	Draco	7.65
	884.9558	2886.3364390479996	Sagittarius	8.02
	436.6812	1424.2619346719998	Telescopium	10.2
	381.6794	1244.870263864	Pavo	8.07
	245.7002	801.3659443119999	Sagittarius	10.25
	398.4064	1299.426377984	Sagitta	7.88
	78.3085	255.40787125999998	Telescopium	8.67
	210.9705	688.0929439799999		8.21
	89.0472	290.432785632	Sagittarius	7.7
	272.4796	888.708564176	Aquila	8.23
	653.5948	2131.738655888	Cygnus	9.23
	154.5595	504.10508282	Vulpecula	5.08
	225.7336	736.243680416	Sagittarius	7.8
	197.2387	643.3058543719999	Sagittarius	8.05
	645.1613	2104.2322896279998	Sagittarius	8.1
	400.0	1304.624	Cygnus	8.92
	213.6752	696.9144853119999	Capricornus	7.76
	204.0816	665.624383296	Cygnus	8.22
	202.0202	658.9010035119999	Aquila	8.95
	100000.0	326156.0	Cygnus	7.97
	100000.0	326156.0	Cygnus	9.31
	184.8429	602.8762089239999	Draco	6.97
	381.6794	1244.870263864	Draco	7.76
	389.1051	1269.089629956	Cygnus	8.55
	100000.0	326156.0	Aquila	7.14
	194.1748	633.312760688	Aquila	7.76
	98.912	322.60742272	Sagittarius	7.86
	33.5683	109.485024548	Sagittarius	11.54
	88.1057	287.36202689199996	Cygnus	6.96
	256.4103	836.297578068	Sagittarius	9.49
	100000.0	326156.0	Vulpecula	9.82
	42.735	139.3827666	Aquila	8.26
	100000.0	326156.0	Aquila	7.88
	232.0186	756.7425850159999	Cygnus	6.53
	191.2046	623.625275176	Pavo	7.45
	598.8024	1953.029955744	Sagitta	7.71
	296.7359	967.821942004	Draco	8.06
	95.6023	311.812637588	Vulpecula	8.32
	97.7517	318.823034652	Draco	7.46
	129.199	421.39029044	Cepheus	9.36
	350.8772	1144.407040432	Sagittarius	8.63
	78.8644	257.220972464	Sagittarius	9.16
	84.9618	277.108008408	Aquila	7.12
	194.5525	634.5446519	Cygnus	7.69
	298.5075	973.6001216999999	Aquila	8.57
	274.7253	896.033049468	Telescopium	8.13
	57.2738	186.801935128	Sagittarius	7.78
	266.6667	869.749442052	Cygnus	8.83
	100000.0	326156.0	Aquila	7.57
	714.2857	2329.6856676919997	Capricornus	8.32
	595.2381	1941.404777436	Aquila	8.44
	331.1258	1079.9866642480001	Telescopium	4.93
	628.9308	2051.2955400479996	Cygnus	7.26
	230.9469	753.247171164	Sagittarius	6.69
	392.1569	1279.043258764	Pavo	8.5
	100000.0	326156.0	Cygnus	7.28
	118.3432	385.98344739199996	Draco	7.69
	73.9645	241.23965461999998	Sagittarius	13.15
	884.9558	2886.3364390479996	Pavo	9.05
	840.3361	2740.806610316	Sagitta	7.62
	598.8024	1953.029955744	Sagittarius	9.36
	235.2941	767.4258247959999	Telescopium	8.7
	606.0606	1976.703010536	Sagitta	7.17
	67.4309	219.92992620399997	Sagittarius	9.16
	540.5405	1763.0052731799997	Cygnus	8.24
	308.642	1006.65440152	Cygnus	8.73
	198.0198	645.853458888	Sagittarius	9.94
	261.7801	853.8115029559999	Cygnus	7.42
	23.4302	76.419003112	Telescopium	6.26
	284.0909	926.5795158039998	Cygnus	8.28
	55.7103	181.70248606799998	Sagittarius	8.83
	92.2509	300.881845404	Capricornus	8.3
	100000.0	326156.0	Cygnus	9.05
	67.7048	220.823267488	Telescopium	8.2
	505.0505	1647.25250878	Capricornus	7.55
	425.5319	1387.897823764		8.97
	531.9149	1734.8723612439999	Cygnus	6.12
	151.7451	494.925748356	Telescopium	8.77
	115.4734	376.62342250399996	Draco	8.01
	366.3004	1194.710732624	Sagittarius	8.78
	74.6826	243.58178085599997	Aquila	7.16
	14.9076	48.622031856	Sagittarius	12.19
	110.6195	360.79213641999996	Aquila	9.05
	239.2344	780.277349664	Cygnus	7.18
	188.3239	614.2296992839999	Capricornus	8.55
	92.4214	301.437941384	Sagittarius	8.69
	273.224	891.1364694399999	Sagittarius	9.26
	719.4245	2346.44617222	Cygnus	8.24
	348.4321	1136.4322000759998	Sagittarius	8.68
	39.3701	128.407943356	Aquila	6.43
	100000.0	326156.0	Cygnus	8.14
	751.8797	2452.3007543319995	Cygnus	8.27
	450.4505	1469.1713327799998	Cygnus	10.37
	100000.0	326156.0	Cygnus	9.33
	400.0	1304.624	Cygnus	8.12
	228.833	746.35255948	Pavo	7.7
	48.8281	159.255777836	Aquila	11.28
	100000.0	326156.0	Cygnus	9.3
	520.8333	1698.729057948	Cygnus	8.31
	558.6592	1822.1005003520002	Cygnus	7.96
	84.4595	275.46972682	Cepheus	6.99
	200.4008	653.619233248	Cygnus	6.98
	46.9484	153.12502350399998	Aquila	5.97
	581.3953	1896.255654668	Sagitta	8.3
	272.4796	888.708564176	Telescopium	7.75
	86.9565	283.61384214	Pavo	8.93
	57.6701	188.094491356	Draco	8.97
	485.4369	1583.281575564	Sagitta	6.39
	100000.0	326156.0	Cygnus	8.03
	452.4887	1475.8190443719998	Vulpecula	8.55
	284.0909	926.5795158039998	Aquila	7.05
	515.4639	1681.2164376839999	Cepheus	9.03
	100000.0	326156.0	Cygnus	8.46
	296.7359	967.821942004	Cygnus	7.95
	136.2398	444.354282088	Sagittarius	9.81
	128.5347	419.2236361319999	Vulpecula	8.23
	50.6073	165.058745388	Aquila	9.29
	313.4796	1022.4325241759999	Vulpecula	8.56
	442.4779	1443.1682195239998	Draco	8.48
	56.0224	182.720418944	Telescopium	6.47
	505.0505	1647.25250878	Sagittarius	8.51
	183.1502	597.355366312	Aquila	10.37
	454.5455	1482.52742098	Sagitta	9.66
	232.5581	758.5021966359999	Cygnus	8.11
	465.1163	1517.004719428	Capricornus	7.03
	174.216	568.21593696	Cygnus	7.67
	251.8892	821.5517391519999	Aquila	9.19
	100000.0	326156.0	Cygnus	8.13
	689.6552	2249.351814112	Vulpecula	7.87
	100000.0	326156.0	Aquila	8.16
	100000.0	326156.0	Sagitta	8.46
	333.3333	1087.186557948	Pavo	6.45
	126.2626	411.813045656	Sagitta	7.33
	689.6552	2249.351814112	Cygnus	8.02
	275.4821	898.501398076	Sagitta	8.21
	180.5054	588.729192424	Pavo	9.39
	25.4907	83.139447492	Aquila	9.81
	398.4064	1299.426377984	Cygnus	8.13
	625.0	2038.475	Cygnus	7.89
	62.8141	204.871955996	Sagittarius	9.63
	174.216	568.21593696	Draco	8.98
	55.6174	181.399487144	Aquila	7.9
	393.7008	1284.078781248	Cygnus	8.38
	89.2061	290.951047516	Telescopium	8.95
	230.4147	751.511368932	Cygnus	7.74
	337.8378	1101.878254968		8.26
	255.7545	834.15864702	Aquila	10.44
	122.6994	400.19145506399997	Capricornus	6.52
	135.1351	440.75123675599997	Aquila	9.52
	160.5136	523.524737216	Capricornus	7.05
	175.4386	572.203520216		7.24
	148.8095	485.35111282	Sagittarius	7.63
	169.4915	552.80669674	Capricornus	6.18
	164.4737	536.440840972	Telescopium	9.03
	180.8318	589.793765608	Aquila	7.44
	58.9275	192.1955769	Capricornus	8.12
	301.2048	982.3975274879998	Aquila	9.0
	456.621	1489.2967887599998	Pavo	8.76
	241.5459	787.8164456039999	Pavo	7.89
	162.6016	530.3348744959999	Capricornus	7.48
	49.2854	160.74728922399999	Capricornus	7.54
	189.7533	618.891773148	Sagittarius	9.55
	100000.0	326156.0	Cygnus	7.43
	41.9815	136.92518113999998	Draco	7.13
	120.919	394.38457364	Telescopium	8.23
	543.4783	1772.5870841479998	Aquila	6.34
	204.499	666.9857584399999	Cygnus	7.98
	359.7122	1173.222923032	Vulpecula	7.85
	318.4713	1038.713253228	Pavo	9.71
	216.4502	705.9653143119999	Cygnus	7.92
	101.7294	331.79654186399995	Vulpecula	8.14
	6.1084	19.922913104	Pavo	3.55
	45.2694	147.64886426399997	Cygnus	7.4
	113.1222	368.954842632	Vulpecula	7.03
	141.0437	460.02249017199995	Aquila	7.95
	100000.0	326156.0	Vulpecula	7.64
	70.373	229.52576188	Telescopium	8.94
	100000.0	326156.0	Cygnus	8.55
	107.4114	350.32872578399997	Capricornus	9.21
	502.5126	1638.974995656	Cygnus	7.22
	421.9409	1376.185561804	Capricornus	8.3
	335.5705	1094.4833199799998	Aquila	7.18
	111.6071	364.013253076	Pavo	8.7
	234.7418	765.624465208	Cygnus	7.51
	529.1005	1725.6930267799999	Aquila	8.15
	369.0037	1203.5277077719998	Capricornus	8.75
	96.5251	314.82240515599995	Cepheus	4.38
	377.3585	1230.7773892599998	Telescopium	8.4
	252.5253	823.6264174679999	Draco	6.74
	367.6471	1199.103075476	Vulpecula	7.91
	390.625	1274.046875	Vulpecula	7.94
	129.3661	421.93529711599996	Telescopium	8.84
	80.6452	263.029158512	Sagittarius	9.55
	396.8254	1294.269851624	Aquila	9.21
	467.2897	1524.0933939319998	Aquila	7.94
	406.5041	1325.837512396	Sagittarius	8.8
	371.7472	1212.475797632	Aquila	8.33
	82.5764	269.32788318400003	Cygnus	10.11
	132.1004	430.853380624	Sagittarius	9.46
	100000.0	326156.0	Cygnus	8.42
	175.4386	572.203520216	Telescopium	6.46
	73.8552	240.88316611199997	Pavo	7.59
	174.5201	569.207777356	Telescopium	8.09
	52.2193	170.31638010799998	Capricornus	7.18
	689.6552	2249.351814112	Vulpecula	8.54
	176.9912	577.267418272	Telescopium	10.14
	100000.0	326156.0	Cygnus	9.95
	216.4502	705.9653143119999	Sagitta	6.91
	390.625	1274.046875	Cygnus	7.87
	800.0	2609.248	Cygnus	7.88
	249.3766	813.3567434959999	Cygnus	8.09
	115.4734	376.62342250399996	Sagitta	6.95
	199.2032	649.713188992	Aquila	9.0
	387.5969	1264.170545164	Cygnus	7.38
	100000.0	326156.0	Cygnus	10.55
	178.2531	581.383180836	Draco	8.91
	199.2032	649.713188992	Sagittarius	8.06
	395.2569	1289.1540947639999	Cygnus	8.58
	187.9699	613.075107044	Sagittarius	7.12
	99.5025	324.53337389999996	Aquila	8.26
	149.0313	486.07452682799993	Sagittarius	8.47
	230.4147	751.511368932	Draco	6.97
	100000.0	326156.0	Vulpecula	9.87
	113.7656	371.053330336	Vulpecula	9.31
	324.6753	1058.9479714679999	Cygnus	6.49
	431.0345	1405.84488382	Aquila	7.57
	72.0981	235.15227903599998	Sagittarius	8.26
	186.5672	608.500116832	Aquila	8.53
	462.963	1509.98160228	Aquila	7.85
	209.205	682.3346598	Cygnus	8.69
	236.4066	771.0543102959999	Aquila	8.81
	340.1361	1109.374298316	Cygnus	8.22
	212.3142	692.475502152	Sagittarius	7.27
	317.4603	1035.415816068	Cygnus	4.93
	100000.0	326156.0	Sagittarius	8.8
	238.6635	778.41532506	Sagittarius	7.84
	69.3963	226.34019622799997	Cygnus	8.09
	507.6142	1655.6141701519998	Cygnus	7.99
	100000.0	326156.0	Cygnus	7.81
	100000.0	326156.0	Aquila	11.03
	980.3922	3197.6079838319997	Cygnus	8.65
	421.9409	1376.185561804	Aquila	8.99
	355.8719	1160.697554164	Cygnus	7.26
	210.084	685.20157104	Sagittarius	9.04
	71.582	233.46898791999996	Capricornus	7.45
	118.7648	387.358521088	Cygnus	9.15
	23.663	77.17829428	Sagitta	7.56
	278.5515	908.5124303399998	Sagitta	7.65
	73.9098	241.061247288	Capricornus	10.15
	95.7854	312.40982922399996		8.15
	158.4786	516.887462616	Aquila	8.52
	120.048	391.54375488	Cepheus	8.05
	31.5856	103.018329536	Capricornus	9.75
	187.2659	610.7789688039999	Cygnus	8.51
	276.2431	900.9834452360001	Aquila	8.76
	223.7136	729.655329216	Cygnus	7.82
	341.2969	1113.160317164	Sagittarius	8.57
	100000.0	326156.0	Sagitta	8.35
	100000.0	326156.0	Sagitta	9.41
	320.5128	1045.371727968	Sagittarius	9.5
	211.8644	691.0084524639999	Cepheus	8.16
	375.9398	1226.150214088	Cygnus	8.54
	32.3206	105.41557613599998	Aquila	9.56
	353.3569	1152.494730764	Capricornus	8.21
	389.1051	1269.089629956	Cygnus	9.15
	70.1754	228.88127762399998	Telescopium	7.93
	100000.0	326156.0	Cygnus	9.93
	150.3759	490.460020404	Capricornus	9.68
	316.4557	1032.1392528919998	Pavo	8.73
	52.3286	170.672868616	Telescopium	9.13
	304.878	994.3778896799998	Cygnus	8.14
	100000.0	326156.0	Pavo	8.01
	347.2222	1132.486038632	Vulpecula	7.91
	39.2465	128.00481453999998	Telescopium	8.38
	131.9261	430.28489071599995	Aquila	10.84
	214.5923	699.9056619879999	Sagittarius	9.9
	218.3406	712.1309673359999	Cygnus	7.12
	724.6377	2363.4493368119997	Cygnus	9.51
	100000.0	326156.0	Sagittarius	9.82
	473.9336	1545.762872416	Capricornus	9.01
	85.6164	279.24302558399995	Sagittarius	8.55
	44.6229	145.540265724	Sagitta	8.82
	45.2489	147.582002284	Sagitta	6.51
	306.7485	1000.4786376599999	Vulpecula	7.8
	467.2897	1524.0933939319998	Sagittarius	8.0
	28.0426	91.46262245599999	Cepheus	8.73
	189.7533	618.891773148	Sagittarius	8.02
	228.833	746.35255948	Capricornus	8.36
	515.4639	1681.2164376839999	Pavo	7.81
	403.2258	1315.145140248	Cygnus	7.79
	574.7126	1874.4596276559996	Sagittarius	9.26
	581.3953	1896.255654668	Vulpecula	7.5
	709.2199	2313.163257044	Vulpecula	9.11
	208.3333	679.491557948	Sagittarius	8.98
	182.8154	596.263396024	Sagittarius	6.93
	178.8909	583.4634038039999	Capricornus	7.45
	204.0816	665.624383296	Capricornus	9.06
	62.7353	204.614945068	Aquila	6.57
	301.2048	982.3975274879998	Sagittarius	8.22
	350.8772	1144.407040432	Sagittarius	8.02
	293.2551	956.469103956	Cygnus	7.79
	141.0437	460.02249017199995	Pavo	7.01
	537.6344	1753.5268536639999	Cygnus	8.63
	253.8071	827.8070850759999	Telescopium	8.74
	222.2222	724.7910386319999	Sagittarius	8.1
	469.4836	1531.248930416	Aquila	8.75
	51.3347	167.43120413199998	Cygnus	7.41
	100000.0	326156.0	Cygnus	8.07
	173.0104	564.283800224	Draco	7.53
	206.1856	672.4867055359999		7.26
	125.1564	408.205107984	Telescopium	8.79
	330.033	1076.42243148	Cepheus	7.59
	362.3188	1181.7245053279999	Vulpecula	9.42
	136.4256	444.960279936	Sagittarius	8.2
	302.1148	985.365547088	Sagittarius	8.86
	15.6152	50.929911712	Capricornus	8.91
	70.7214	230.66208938399998	Sagitta	8.01
	134.7709	439.563376604	Cygnus	9.01
	91.9118	299.775850408	Cygnus	7.84
	100000.0	326156.0	Cygnus	12.48
	366.3004	1194.710732624	Aquila	8.24
	61.0874	199.240220344	Capricornus	7.28
	71.1238	231.974541128	Aquila	7.88
	138.1215	450.49155953999997	Vulpecula	9.36
	130.719	426.34786163999996	Vulpecula	7.1
	568.1818	1853.1590316079996	Cygnus	7.48
	357.1429	1164.8429969239999	Aquila	7.94
	46.0829	150.30214332399999	Telescopium	9.8
	444.4444	1449.5820772639997	Aquila	7.74
	215.0538	701.4108719279999	Sagittarius	7.9
	531.9149	1734.8723612439999	Vulpecula	7.19
	171.5266	559.444297496	Cygnus	7.81
	350.8772	1144.407040432	Vulpecula	7.61
	595.2381	1941.404777436	Cygnus	7.43
	129.8701	423.579123356	Vulpecula	5.51
	245.098	799.40183288	Cygnus	6.61
	100000.0	326156.0	Telescopium	8.35
	324.6753	1058.9479714679999	Pavo	7.57
	100000.0	326156.0	Sagittarius	8.98
	301.2048	982.3975274879998	Cygnus	7.71
	137.931	449.87023236	Aquila	9.0
	100000.0	326156.0	Cygnus	8.47
	171.5266	559.444297496	Cygnus	8.33
	72.3589	236.002893884	Cygnus	7.51
	625.0	2038.475	Cygnus	7.65
	444.4444	1449.5820772639997	Cygnus	8.19
	223.7136	729.655329216	Telescopium	6.81
	100000.0	326156.0	Cygnus	9.89
	100000.0	326156.0	Cygnus	8.96
	111.1111	362.39551931599993	Cygnus	6.97
	452.4887	1475.8190443719998	Sagitta	7.45
	492.6108	1606.6796808479999	Cygnus	8.92
	95.9693	313.009630108	Vulpecula	8.89
	100000.0	326156.0	Cygnus	8.22
	259.0674	844.963869144	Vulpecula	7.64
	142.6534	465.272623304	Sagittarius	7.83
	16.9262	55.205816872	Cepheus	8.88
	418.41	1364.6693196	Cygnus	7.8
	190.8397	622.435131932	Sagittarius	7.6
	210.5263	686.6441590279999	Sagittarius	10.07
	606.0606	1976.703010536	Cygnus	6.96
	357.1429	1164.8429969239999	Aquila	8.23
	168.6341	550.0102351959999	Draco	7.16
	847.4576	2764.0338098559996	Vulpecula	9.89
	561.7978	1832.337232568	Draco	6.84
	819.6721	2673.409734476	Cygnus	7.79
	172.7116	563.3092460959999	Telescopium	12.0
	16.3693	53.389454107999995	Sagittarius	12.18
	100000.0	326156.0	Cygnus	8.03
	173.6111	566.243019316	Cygnus	9.31
	537.6344	1753.5268536639999	Pavo	8.65
	185.8736	606.237898816	Cygnus	9.16
	100000.0	326156.0	Cygnus	8.28
